,Ref.,Name,,RRP(AED),COO,Comments
1,"CARQIS205IW
",ARQIS 205iWH,"2-way (2x 5,25"" woofer and 1"" HF rotable Compression Driver) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 140 WRMS @ 8 ?. 560W Peak power. Double INPUT/STACK connector, Euroblock + Speakon© type, 8 x M8 cabinet flying points, metal safety sling included. Its ""U"" shape wall bracket (included) allows for tilt adjustment. 150º x 40º dispersion pattern. Dimensions (WxHxD) 480x186x210mm /
18.89""x7.32""x8.26"". Weight 8.4 kg. / 18.52 lb. White color.",1781.3,CHINA,
1,"CARQIS208IB
",ARQIS 208iBK,"2-way (2 x 8"" woofer and 1"" HF Compression Driver) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 300 WRMS @ 8 ?. 1200W Peak power. Double INPUT/STACK connector, Euroblock + Speakon© type, 8 x M8 cabinet flying points, metal safety sling included.
Its ""U"" shape wall bracket (included) allows for tilt adjustment. 130ºx30º dispersion pattern. Dimensions(WxHxD) 610x244x280mm / 24.01""x9.60""x11.02"".  Weight 14.4 kg /
31.74 lb. Black color.",2744.27,CHINA,
1,"CARQIS208IW
",ARQIS 208iWH,"2-way (2 x 8"" woofer and 1"" HF Compression Driver) wooden loudspeaker cabinet with a compact format and long term reliability, featuring 300 WRMS @ 8 ?. 1200W Peak power. Double INPUT/STACK connector, Euroblock + Speakon© type, 8 x M8 cabinet flying points, metal safety sling included.
Its ""U"" shape wall bracket (included) allows for tilt adjustment. 130ºx30º dispersion
pattern. Dimensions(WxHxD) 610x244x280mm / 24.01""x9.60""x11.02"" . Weight 14.4 kg /",2744.27,CHINA,
1,"CLABI1C100I
",LABI1-C100i,"LABI1-C100i is a versatile and discreet column loudspeaker, designed for indoor and outdoor fixed installations and portable applications.
It features twelve 3” drivers with 0.75” neodymium voice coil each one, 300W AES. Its versatile profile allows the column to be installed in several ways such on the LABI subwoofers, on wall, pole, truss, etc. thanks to LABI1 accessories. Stand alone or combined with other LABI1-C100i and LABI1-SP18p to create a complete powerful plug & play solution. Dimensions: 89 x 1000 x 117 mm / 3.5” x 39.4” x 4.6”. Weight: 7.8 kg / 17.2 lb.",5900.7,SPAIN,
1,"CDROP6BK
",DROP6,"ECLER DROP6 is a 2-way 6.5”, 75W@8ohm pendant loudspeaker with a stylish design, including a 70/100V line transformer with 60/30/15 and 7,5W power selections, available at both high and low impedance levels. Dimensions (without accessories) Ø270mm x 355mm(H) / Ø10.6 in. x 14 in. (H). Weight 4.2 Kg / 9.26 lb.  Stripped wire connection (5m). Black colour.",1378.9,CHINA,
1,"CDROP6WH
",DROP6,"ECLER DROP6 is a 2-way 6.5”, 75W@8ohm pendant loudspeaker with a stylish design, including a 70/100V line transformer with 60/30/15 and 7,5W power selections, available at both high and low impedance levels. Dimensions (without accessories) Ø270mm x 355mm(H) / Ø10.6 in. x 14 in. (H). Weight 4.2 Kg / 9.26 lb.  2x stripped wire connection (5m). White colour.",1378.9,CHINA,
1,"CZEN15GR
",ZEN-15,"The new ZEN-15 in-ground loudspeaker with an elegant rounded rock shape seamlessly blends the world of audio technology with the aesthetics of nature. Includes a 5,25"" woofer and a 1"" tweeter delivering 70W RMS @ 8ohm and 60W RMS @ 70/100V. This discreet outdoor audio solution effortlessly integrates into outdoor environments, providing a harmonious balance between functionality and visual appeal.Grey color. Dimensions 410 x 260 x 289mm / 16.14 x  10.23 x 11,37 in. Weight 4.4Kg / 9.7lb",1790.79,SPAIN,
1,"CZEN15SD
",ZEN-15,"The new ZEN-15 in-ground loudspeaker with an elegant rounded rock shape seamlessly blends the world of audio technology with the aesthetics of nature. Includes a 5,25"" woofer and a 1"" tweeter delivering 70W RMS @ 8ohm and 60W RMS @ 70/100V. Crafted to resemble a rugged, weathered stone, this discreet outdoor audio solution effortlessly integrates into outdoor environments, providing a harmonious balance between functionality and visual appeal.Sand color. Dimensions 410 x 260 x 289mm / 16.14 x  10.23
x 11,37 in. Weight 4.4Kg / 9.7lb",1790.79,SPAIN,
1,CIG108,IG108,"Weatherproof loudspeaker (IP65) with an omni-directional horizontal dispersion pattern (360º). 8"" Kevlar woofer and 1"" ACCW silk tweeter. 100 WRMS @ 8?, suitable for 70/100V ( 7.5/15/30/60 W @ 100V ). Frequency response 50Hz to 23kHz.Security ground bracket included. It is ideal for music and message applications in outdoor areas. Dimensions 360 x
392.5 mm. Weight 8.5 kg",2052.56,CHINA,
1,"CTRAIL103BK
",TRAIL103BK,"3"" lamp style loudspeaker cabinet, with high Impedance (15W and 30W taps) and Low Impedance (15 WRMS @4?) connections. Includes 3 different installation system accesories for ceiling light rails, surface mount and truss mount. Dimensions (without arm) Ø 96mm x 110mm. Weight 1kg Black colour.
Delivered by units. Price per unit.",1008.2,CHINA,
1,"CTRAIL103WH
",TRAIL103WH,"3"" lamp style loudspeaker cabinet, with high Impedance (15W and 30W taps) and Low Impedance (15 WRMS @4?) connections. Includes 3 different installation system accesories for ceiling light rails, surface mount and truss mount. Dimensions (without arm) Ø 96mm x 110mm. Weight 1kg White colour.
Delivered by units. Price per unit.",1008.2,CHINA,
1,"CEAMB103BK
",eAMBIT103BK,"Ultra compact 2-way (3.5” woofer and 0.5"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (2.5/5/7.5/15 W) and low impedance (25 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 120 x 120 x 117 mm. Weight 1,275kg Black color.
Delivered by master carton of 2 units. Price per unit.",NA,CHINA,Replaced with AMBIT-13
1,"CEAMB103WH
",eAMBIT103WH,"Ultra compact 2-way (3.5” woofer and 0.5"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (2.5/5/7.5/15 W) and low impedance (25 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 120 x 120 x 117 mm. Weight 1,275kg White color.
Delivered by master carton of 2 units. Price per unit.",NA,CHINA,Replaced with AMBIT-13
1,"CEAMB106WH
",eAMBIT106WH,"Ultra compact 2-way (6.5” woofer and 1"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (5/7.5/15/30 W) and low impedance(50 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation. Dimensions (without accessories) 210 x 210 x 160 mm. Weight 2,75kg White color.
Delivered by master carton of 2 units. Price per unit.",NA,CHINA,Replaced with AMBIT-16
1,"CAMBIT13BK
",AMBIT-13,"Ultra compact 2-way (3.5” woofer and 0.5"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (2.5/5/7.5/15 W) and low impedance (25 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 120 x 120 x 117 mm. Weight 1,275kg Black color.
Delivered by master carton of 2 units. Price per unit.",327.1,CHINA,
1,"CAMBIT13WH
",AMBIT-13,"Ultra compact 2-way (3.5” woofer and 0.5"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (2.5/5/7.5/15 W) and low impedance (25 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 120 x 120 x 117 mm. Weight 1,275kg White color.
Delivered by master carton of 2 units. Price per unit.",327.1,CHINA,
1,"CAMBIT16BK
",AMBIT-16,"Ultra compact 2-way (6.5” woofer and 1"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (5/7.5/15/30 W) and low impedance(50 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 210 x 210 x 160 mm. Weight 2,75kg Black color.
Delivered by master carton of 2 units. Price per unit.",542.01,CHINA,
1,"CAMBIT16WH
",AMBIT-16,"Ultra compact 2-way (6.5” woofer and 1"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (5/7.5/15/30 W) and low impedance(50 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation. Dimensions (without accessories) 210 x 210 x 160 mm. Weight 2,75kg White color.
Delivered by master carton of 2 units. Price per unit.",542.01,CHINA,
1,"CAMBIT18BK
",AMBIT-18,"Ultra compact 2-way (8” woofer and 1,18"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (60 W) and low impedance(75 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 258 x 258 x 225 mm. Weight 5.6k.g Black color.
Delivered by master carton of 2 units. Price per unit.",1116.74,CHINA,
1,"CAMBIT18WH
",AMBIT-18,"Ultra compact 2-way (8” woofer and 1,18"" tweeter) loudspeaker cabinet with neutral an discreet design, suitable for 70/100V (60 W) and low impedance(100 WRMS @8?) audio lines. IP54 certified. Includes on-wall hardware, safety sling, screws and wrench for fast installation.Dimensions (without accessories) 258 x 258 x 225 mm. Weight 5.6k.g. White color.
Delivered by master carton of 2 units. Price per unit.",1116.74,CHINA,
1,"CEMOTUS3ODWH
",eMOTUS3ODWH,"3"" woofer (25 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 70/100V and low impedance(8?) audio lines. Includes wall bracket and security steel cable. Dimensions (without accessories) 132x132x117 mm. Weight 1.3 kg White colour.
Price per unit, sold in pairs.",448.55,CHINA,
1,"CEMOTUS3ODBK
",eMOTUS3ODBK,"3"" woofer (25 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 70/100V and low impedance(8?) audio lines. Includes wall bracket and security steel cable. Dimensions (without accessories) 132x132x117 mm. Weight 1.3 kg Black colour. Price per unit, sold in pairs.",448.55,CHINA,
1,"CEMOTUS5PBWC
",eMOTUS5PBWH,"Stereo loudspeaker kit (2 x 25 WRMS @ 8?) including an active and a passive cabinet. eMOTUS5PBBK performs BT connection, balanced and unbalanced audio inputs. Includes an IR remote control and 0-10VDC remote port. Features: source selection, 2 band tone control, stereo/mono switch, auto stand-by and wall bracket and security steel cable.
Dimensions 173x185x180mm. Weight 2.1 kg. White colour. Delivered by kit (active + passive loudspeakers). Price per kit.",1528.12,CHINA,
1,"CEMOTUS5PWHC
",eMOTUS5PWH,"Stereo loudspeaker kit (2 x 25 WRMS @ 8?) including an active and a passive cabinet and performing 2 audio inputs: balanced and unbalanced. Suitable for low impedance audio lines, includes source selection, 2 band tone control, stereo/mono switch, auto stand-by and wall bracket and security steel cable. Dimensions (without accessories) 173x185x180mm. Weight 2.1 kg White colour.
Delivered by kit (active + passive loudspeakers). Price per kit.",1170.95,CHINA,
1,"CEMOTUS5PBKC
",eMOTUS5PBK,"Stereo loudspeaker kit (2 x 25 WRMS @ 8?) including an active and a passive cabinet and performing 2 audio inputs: balanced and unbalanced. Suitable for low impedance audio lines, includes source selection, 2 band tone control, stereo/mono switch, auto stand-by and wall bracket and security steel cable. Dimensions (without accessories) 173x185x180mm. Weight 2.1 kg Black colour.
Delivered by kit (active + passive loudspeakers). Price per kit.",1170.95,CHINA,
1,CEMOTUS5ODBK,eMOTUS5ODBK,"5"" woofer and 1"" tweeter (40 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 100V (3,75/7,5/15/30W) and low impedance(8?) audio lines. Includes wall bracket and security steel cable. Dimensions (without accessories) 173x181x180mm. Weight 2.4 kg Black colour.
Price per unit, sold in pairs.",646.52,CHINA,
1,CEMOTUS5ODWH,eMOTUS5ODWH,"5"" woofer and 1"" tweeter (40 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 100V (3,75/7,5/15/30W) and low impedance(8?) audio lines. Includes a wall bracket and security steel cable. Dimensions (without accessories) 173x181x180mm. Weight 2.4 kg White colour.
Price per unit, sold in pairs.",646.52,CHINA,
1,CEMOTUS5O16B,eMOTUS5O16,"5"" woofer and 1"" tweeter (40 WRMS @ 16?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for low impedance(16?) audio lines. Includes a wall bracket and security steel cable. Dimensions (without accessories) 173x181x180mm. Weight 2.4 kg.
Black colour.
Price per unit, sold in pairs.",586.95,CHINA,
1,CEMOTUS5O16W,eMOTUS5O16,"5"" woofer and 1"" tweeter (40 WRMS @ 16?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for low impedance(16?) audio lines. Includes a wall bracket and security steel cable. Dimensions (without accessories) 173x181x180mm. Weight 2.4 kg White colour.
Price per unit, sold in pairs.",586.95,CHINA,
1,"CEMOTUS8ODBK
",eMOTUS8ODBK,"8"" woofer and 1"" tweeter (100 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 70/100V (3,75/7,5/15/30W/60W) and low impedance(8?) audio lines. Includes a wall bracket and security steel cable. Dimensions (without accessories) 268x242x264mm. Weight 4.25 kg Black colour.
Price per unit, sold in pairs.",1274.95,CHINA,
1,"CEMOTUS8ODWH
",eMOTUS8ODWH,"8"" woofer and 1"" tweeter (100 WRMS @ 8?) loudspeaker cabinet ready for outdoor installation(IP65). Suitable for 70/100V (3,75/7,5/15/30W/60W) and low impedance(8?) audio lines. Includes a wall bracket and security steel cable. Dimensions (without accessories) 268x242x264mm. Weight 4.25 kg White colour.
Price per unit, sold in pairs.",1274.95,CHINA,
1,"CEUC106BK
",eUC106BK,"Spherical pendant loudspeaker featuring a 6,5"" woofer, 0.5"" tweeter. 40 WRMS @ 8? and 70/100V transformer (32/ 16/ 8/ 4 W @ 100V). Dimensions (without accessories) ø270 x 215 (H). Weight 3 kg Stripped wire connection (3m). Black colour.",642.01,CHINA,
1,"CEUC106
",eUC106WH,"Spherical pendant loudspeaker featuring a 6,5"" woofer, 0.5"" tweeter. 40 WRMS @ 8? and 70/100V transformer.(32/ 16/ 8/ 4 W @ 100V). Dimensions (without accessories) ø270 x 215 (H). Weight 3 kg Stripped wire connection (3m). White colour.",642.01,CHINA,
1,"CECMP8
",eCMP8,"150W high efficiency musical projector ready for outdoor applications due to its waterproof and sun screening building material (IP56). It performs an 8’’ LF driver and 1,4’’ HF coaxial driver, 150W @ 8? nominal power and 70/100V line transformer with 37, 5/75/150W/ 8? power options.
Dimensions: WxHxD: 300 x 302 x 334mm /11.8” x 11.9” x 13.2”
Weight: 11,0 kg / 24.3 lb",1925.97,CHINA,
1,"CECMP12
",eCMP12,"300W high efficiency musical projector ready for outdoor applications due to its waterproof and sun screening building material (IP56). It performs an 12’’ LF driver and 1,7’’ HF coaxial driver, 300W @ 8? nominal power and 70/100V line transformer with 50/100/200W/8? power options.
Dimensions: WxHxD: 407 x 410 x 378mm / 16.0” x 16.1” x 14.9”
Weight: 20,0 kg / 44.1 lb",3096.89,CHINA,
1,"CKICKSB18BK
",KICK-SB18,"As the first Ecler outdoor subwoofer, the new KICK-SB18 features 1x8” woofers perfectly positioned to maximize the low frequency response while reducing the vibrations on the acoustic enclosure. It delivers 350 WRMS at 8? ready to be wall-mounted with the included bracket or positioned vertically and horizontally when needed.  Dimensions TBC. Weight TBC
Black color.",3215.4,CHINA,
1,"CKICKSB28BK
",KICK-SB28,"As the first Ecler outdoor subwoofer, the new KICK-SB28 features 2x8” woofers perfectly positioned to maximize the low frequency response while reducing the vibrations on the acoustic enclosure. It delivers 700 WRMS at 4? ready to be wall-mounted with the included bracket or positioned vertically and horizontally when needed.  Dimensions (WxHxD) 660 x 450 x 250 mm /  255,98 x 17,71 x 9,84 in. Weight 23Kg/50.7lb
Black color.",5770.37,CHINA,
1,"CEDGESB110P
",EDGE-SB110P,"Powerful bass sound in a compact size EDGE subwoofer is perfectly designed for small available spaces like underneath restaurant seats or wall-mounted in a corner with the included bracket. This powered subwoofer of 181 mm high incorporates a 10” driver, 50Hz to 250Hz variable low pass filter, phase inverter and an amplified power output of 120W.Black color. Dimensions (WxHxD) 635 x 400 x 178 mm /  23,62 x 15,74 x 7 in. Weight 11,25Kg & 24,8 lb",2155.2,CHINA,
1,"CARQISSB6TIB
",ARQISSB6TiBK,"Wooden wall-mount subwoofer reinforcement cabinet, featuring a 6,5"" driver and a passive 6,5"" radiator. 480W peak power, 120 WRMS power @ 8 ohm and integrated 70/100V line transformer with 60 and 120W taps. Internal LPF with OFF, 120HZ and 150 HZ cut-off frequency selections. Installation U-bracket included. Dimensions (WxHxD) 250x390x130mm / 9.84""x15.35""x5.12"". Weight 8,2 kg / 18.07 lb
Black color.",2396.16,CHINA,
1,"CARQISSB6TIW
",ARQISSB6TiWH,"Wooden wall-mount subwoofer reinforcement cabinet, featuring a 6,5"" driver and a passive 6,5"" radiator. 480W peak power, 120 WRMS power @ 8 ohm and integrated 70/100V line transformer with 60 and 120W taps. Internal LPF with OFF, 120HZ and 150 HZ cut-off frequency selections. Installation U-bracket included. Dimensions (WxHxD) 250x390x130mm / 9.84""x15.35""x5.12"". Weight 8,2 kg / 18.07 lb
White color.",2396.16,CHINA,
1,"CARQISSB10IB
",ARQIS SB10iBK,"Wooden wall-mount subwoofer reinforcement cabinet with a slim and compact format and long term reliability, featuring a 10"" driver (150 WRMS @ 8 ohm, 600W peak power) and internal LPF (OFF/ 120Hz/150Hz). Euroblock connector, wall mount and 12 x M8 rigging points included. Dimensions (WxHxD) 600x442x228mm / 23.62""x17.40""8.97"". Weight 16,6 kg / 36.37 lb.
Black color.",2445.86,CHINA,
1,"CARQISSB10IW
",ARQIS SB10iWH,"Wooden wall-mount subwoofer reinforcement cabinet with a slim and compact format and long term reliability, featuring a 10"" driver (150 WRMS @ 8 ohm, 600W peak power) and internal LPF (OFF/ 120Hz/150Hz). Euroblock connector, wall mount and 12 x M8 rigging points included. Dimensions (WxHxD) 600x442x228mm / 23.62""x17.40""8.97"". Weight 16,6 kg / 36.37 lb.
White color.",2445.86,CHINA,
1,"CARQISSB12IB
",ARQIS SB12iBK,"Wooden sub-woofer reinforcement cabinet with a compact format and long term reliability, featuring 300 WRMS @ 8 ? and a 12"" LF driver. 1200W Peak power. Double INPUT/STACK connector, Speakon© type.
8 x M8 rigging points included. Dimensions (WxHxD) 445 x 445 x 375 mm / 17.51 x 17.51 x
14.76 in. Weight 23 kg / 50,70 lb.  Available only in black color.",3268.71,CHINA,
1,"CARQISSB15IB
",ARQIS SB15iBK,"Wooden sub-woofer reinforcement cabinet with a compact format and long term reliability, featuring 600 WRMS @ 8 ? and a 15"" LF driver. 2400W Peak power. Double INPUT/STACK connector, Speakon© type.
35 mm top-hat pole mount socket and 8 x M8 rigging points included. Dimensions (WxHxD) 534 x 525 x 460 mm / 21.02 x 20.67 x 18.11 in. Weight 32 kg / 70,54 lb.  Available only in black color.",4136.74,CHINA,
1,CTRAILSB6TBK,TRAILSB6TBK,"Wooden subwoofer reinforcement cabinet with a very compact format, featuring a 6,5"" driver, 60 WRMS @ 8?, 70/100V line transformer (7.5/15/30/60 W), and internal Low Pass Filter(150Hz / OFF).
Specifically designed to fulfil permanent installation requirements: concealed in false ceilings or partition walls, on walls' surface, etc. Installation accessories included.
Dimensions 200x200x320 mm. Weight 6,3kg
Available only in black finish. Delivered by units. Price per unit.",2007.33,CHINA,
1,"CLABI1SB18
",LABI1-SB18,"LABI1-SB18 is an 18” passive subwoofer, 500W AES 8?, designed for fixed installations and portable applications (external amplification required). A stand alone compact subwoofer or combined with LABI1-C100i to create a complete powerful solution, easy to mount and plug and play. Dimensions: 513 x 513 x 704 mm / 20.2"" x 20.2"" x 27.7"". Weight: 37kg / 81.8 lb.",6902.54,SPAIN,
1,"CLABI1SB18P
",LABI1-SB18p,"LABI1-SB18p is an 18” powered subwoofer, designed for fixed installations and portable applications. A stand alone compact subwoofer or combined with LABI1-C100i to create a complete solution. It performs 2400W Class D built-in amplification power: 1 x 1200W for its low frequency woofer, and 2x600W amplifiers, able to power up to 4 x LABI1-C100i. It also features DC protection to avoid damage to the loudspeakers, and performs 18 factory presets - selectable through the LCD screen. Dimensions: 513 x 513 x 704 mm / 20.2"" x
20.2"" x 27.7"". Weight: 37kg / 81.8 lb.",13946.27,SPAIN,
1,"CLABI1PACK1
","LABI1PACK1
2 x LABI1-SB18p
4 x LABI1-C100i
2 x LABI1-SAC
2 x LABI1-CAC
2 x LABI1-SPC
2 x LABI1-CFC
2 x LABI1-SWK",,62970.06,SPAIN,
1,"CLABI1PACK2
","LABI1PACK2
1 x LABI1-SB18p
2 x LABI1-C100i
1 x LABI1-SAC
1 x LABI1-CAC
1 x LABI1-SPC
1 x LABI1-CFC
1 x LABI1-SWK",,31485.03,SPAIN,
1,"CLABI1PACK3
","LABIPACK3
2 x LABI1-SB18p
4 x LABI1-C100i
2 x LABI1-SAC
2 x LABI1-CAC",,52148.44,SPAIN,
1,CLABI1PACK4,"LABIPACK4
2 x LABI1-SB18p
2 x LABI1-C100i
2 x LABI1-SAC",,39177.52,SPAIN,
1,CERK108,eRK108,"Outdoor and cost-effective ground loudspeaker. It features a 8"" woofer, 0.5"" tweeter. 70/100V transformer (15W). IP65 rated. Ready to be installed in gardens, theme parks, leisure facilities, etc. Dimensions 325x290x270mm. Weight 5kg",759.53,CHINA,
1,CECS803,eCS803,"Column loudspeaker, featuring 8 x 3"" woofer transducers, 100 WRMS @ 8?, low  impedance direct connection and 70/100V transformer (Selector de potencia: 30/ 20/ 10/ 5 W 100V/ 8 ?). Aluminium enclosure with included wall bracket and IP44 outdoor class.
Dimensions (without accessories) 105x760x90mm. Weight 4.5 kg",718.85,CHINA,
1,"CEPRS10TI
",ePRS10Ti,"10 WRMS sound projector carefully selected for the most extended 70/100V paging and background music applications. Manufactured in reinforced ABS and IP55 rated, therefore suitable for outdoor superior performance in music high-quality applications.
Power selection: 2,5/5/10W @ 100V. Dimensions Ø 138 x 205mm. Weight 1.6kg (including accessories).",348.11,CHINA,
1,"CEPRS20TI
",ePRS20Ti,"20 WRMS sound projector carefully selected for the most extended 70/100V paging and background music applications. Manufactured in reinforced ABS and IP55 rated, therefore suitable for outdoor superior performance in music high-quality applications. Power selection: 5/ 10/ 20W @ 100V. Dimensions Ø 170 x 245mm. Weight 1.8 kg (including accessories).",370.74,CHINA,
1,"CEPHS30TI
",ePHS30Ti,"30 WRMS horn loudspeaker carefully selected for the most extended 70/100V paging and background music applications, offering durability and optimal speech and music reproduction. Manufactured in reinforced ABS and IP66 rated, therefore suitable for outdoor superior performance.
Power selection: 30W / 20W / 10W / 5W @ 100V. 30WRMS @ 8?. Dimensions Ø 246 x 292mm. Weight 2.4kg (including accessories).",470.19,CHINA,
1,"CEMSP50TI
",eMSP50Ti,"50 WRMS 2-way musical horn carefully selected for the most extended 70/100V paging and background music applications, offering durability and optimal speech and music reproduction. Manufactured in reinforced ABS and IP66 rated, therefore suitable for outdoor superior performance in music high-quality applications.
Power selection:2.6/4.5/9/12.5/25/50W @ 100V. 50WRMS @8?. Dimensions 362x252x310mm. Weight 3.9kg (including accessories).",972.03,CHINA,
1,"CPAGENETDN
",PAGENETDN,"Desktop paging console for voice notices with Dante™ audio over IP. Features a 10” touch screen, a server client and a UCP server (User Control Panel). Since it’s a server/UCP client device, it’s possible to add other kind of control panels beside the ones destined for voice messages such as: volume control, sound source selection, presets recovery, communication via TCP/UDP with external devices, etc. Power over Ethernet or local power supply. Gooseneck microphone included.",9881.53,SPAIN,
1,CEMPAGE,eMPAGE,"Digital paging station (MPAGE16’s evolution), compatible with HUB, MIMO88, MIMO88SG and MIMO1212SG digital matrixes. Includes: a gooseneck cardioid microphone (removable); 16 zone-selection keys; ALL, CLEAR and PAGE keys; 2 programmable keys, F1 & F2, for zone-group selection. Text labelling for destination areas by means of programmable electronic ink display. Dimensions (microphone excluded) 150mm x 180mm x 50mm. Weight 900g.",2661.27,SPAIN,
1,CMPAGE1R,MPAGE1r,"1-zone desktop paging station, compatible with any device including a phantom-powered microphone input (SAM series, COMPACT series, DAM614, MIMO88, CA series, HMA series, etc.). Internal connections for a secure wiring. Dimensions (microphone excluded) 120mm x 126mm x 43mm. Weight 625 g.",933.55,SPAIN,
1,"CMPAGE4
",MPAGE4,"4-zone desktop paging station compatible with DAM614, CA series, etc. It allows for real- time paging with zones' destination selection. Selectable chime melody. Dimensions (microphone excluded) 120mm x 126mm x 43mm. Weight 650 g.",1478.47,SPAIN,
1,"CPULSO4
",PULSO-4,"PULSO-4 is a digital remote wall panel with an elegant minimalistic design. Featuring aluminum frame and capacitive 4""  TFT 480x480 display, the new PULSO wall panels are the perfect choice to load the User Control Panels of VIDA Series, EclerNet and HUB Series.
Single unit EU electrical wall box. PoE or external power supply.",2495,TBC,
1,"CPULSO6
",PULSO-6,"PULSO-6 is a digital remote wall panel with an elegant minimalistic design. Featuring aluminum frame and capacitive 5,5""  TFT 720x1280 display, the new PULSO wall panels are the perfect choice to load the User Control Panels of VIDA Series, EclerNet and HUB Series. Single unit EU electrical wall box. PoE or external power supply.",3120,TBC,
1,"CPULSO10
",PULSO-10,"PULSO-10 is a digital remote wall panel with an elegant minimalistic design. Featuring aluminum frame and capacitive 10""  TFT 1280x 800 display, the new PULSO wall panels are the perfect choice to load the User Control Panels of VIDA Series, EclerNet and HUB Series. Single unit EU electrical wall box.  PoE or external power supply.",4800,TBC,
1,"CWPNETTOUCH
",WPNETTOUCH,"Remote control TFT touchscreen compatible with all EclerNet products such as: MIMO4040DN, MIMO88/SG, MIMO1212SG, and DUO-NET PLAYER. Incorporates a
capacitive 10” touch screen, a server client and UCP server (User Control Panel). When including a WPNETTOUCH in an EclerNet installation is not necessary to use a computer to manage connected devices, neither to have the UCP panels created for the project. Power over Ethernet or local power supply. Surface-mount accessories included. Compatible with VESA75 mounting standard.
260x178x28mm, 700gr.",4695.83,CHINA,
1,"CWP22DN
",WP22DN,"Dante™ interface in a wall panel format. It features 2 audio MIC/LINE Combo connector inputs in its frontal panel and 2 Dante™ conversion channels either directly or by the sum  of channels (stereo to mono conversion). Also, it features 2 analogue outputs with duplicated connectors in XLR format for the front panel and Euroblock on the rear panel, both linked to 2 Dante™ channels coming from the local network. PoE supply or local power supply.",3292.37,SPAIN,
1,"CWPNET4KVR
",WPNET4KV,"EclerNet compatible wall panel. It features a LCD screen, encoder and 4 selection keys. Works perfectly to enable volume control, source and preset selection functions. Ethernet interface. PoE or local power supply.",1734.47,SPAIN,
1,"CWPNET8KR
",WPNET8K,EclerNet compatible wall panel. It features a LCD screen and 8 selection keys. Works perfectly to enable presets or source selection functions. Ethernet interface. PoE or local power supply.,1734.47,SPAIN,
1,CEMCONTROL1R,eMCONTROL1,"Digital control panel for the HUB matrix with a wall format, It makes it possible to act as a zone control, enabling the user to have 3 functions : volumen adjustment/MUTE, selection of musical sources and EQ adjustment with 3 band tone control. Coupled to a WPa type panel with an audio connector, provide remote control + balanced audio signal to the HUB, using only a single CAT5 type cable or higher. Universal surface-mount installation box
included. Dimensions 86 x 38 x 86 mm.",856.18,SPAIN,
1,"CEMCTROL1US
",eMCTROL1US,"Digital control panel for the HUB matrix with a wall format with USA frame. It makes it possible to act as a zone control, enabling the user to have 3 functions : volumen adjustment/MUTE, selection of musical sources and EQ adjustment with 3 band tone control. Coupled to a WPa type panel with an audio connector, provide remote control + balanced audio signal to the HUB, using only a single CAT5 type cable or higher. Dimensions
116.5x114.8x27mm",856.18,SPAIN,
1,"CWPABT
",WPaBT,"Class 1 bluetooth receiver (range 25m) A2DP profile, which keeps the standard wall-panel format of the WPa series. Include a Euroblock balanced stereo output, double-mono configurable. Easy device name, PIN, stereo / mono output configuration using the Ecler Bluetooth® Manager application for Windows devices. GPO available, useful for automatic priority management. Surface installation box included. Dimensions 86 x 38 x 86 mm.",1063.64,SPAIN,
