,Brand,"REFERENCE/
PART NO",MODEL,Description,UOM, MRP QAR , MRP AED 
1,K& M,KM24654-000-76,KM24654-000-76,Lighting/Speaker stand »Pro« Pure White,Pcs,1291,1275
1,K& M,KM24730-000-55,KM24730-000-55,Wind-up stand »3000« Black version,Pcs,3133,3095
1,K& M,KM24731-000-00,KM24731-000-00,Carrying case for wind-up stand »3000« Black nylon,Pcs,744,735
1,K& M,KM24740-000-55,KM24740-000-55,Wind-up stand »4000« Black version,Pcs,3605,3561
1,K& M,KM25200-300-55,KM25200-300-55,Microphone stand Black,Pcs,541,534
1,K& M,KM25400-300-55,KM25400-300-55,Microphone stand Black,Pcs,196,193
1,K& M,KM25500-300-55,KM25500-300-55,Microphone stand Black,Pcs,538,531
1,K& M,KM25600-300-55,KM25600-300-55,Microphone stand Black,Pcs,679,671
1,K& M,KM25680-300-55,KM25680-300-55,One hand microphone stand Black,Pcs,462,456
1,K& M,KM25800-321-55,KM25800-321-55,Table microphone clamp Table microphone clamp,Pcs,341,337
1,K& M,KM25900-300-55,KM25900-300-55,Microphone stand Black,Pcs,468,462
1,K& M,KM25900-370-87,KM25900-370-87,Microphone stand Soft-touch grey,Pcs,499,493
1,K& M,KM25910-300-55,KM25910-300-55,Microphone stand Black,Pcs,383,379
1,K& M,KM25950-300-55,KM25950-300-55,Microphone stand »rien« Black,Pcs,417,412
1,K& M,KM25960-300-55,KM25960-300-55,Microphone stand Black,Pcs,462,456
1,K& M,KM25993-300-55,KM25993-300-55,Microphone stand Black version,Pcs,424,418
1,K& M,KM25995-300-55,KM25995-300-55,Table- /Floor microphone stand Black,Pcs,358,354
1,K& M,KM26000-300-55,KM26000-300-55,Microphone stand Black,Pcs,365,360
1,K& M,KM26004-000-00,KM26004-000-00,Knurled washer Knurled washer,Pcs,34,34
1,K& M,KM26007-319-55,KM26007-319-55,Microphone stand - Tube combination Black,Pcs,340,336
1,K& M,KM26010-300-02,KM26010-300-02,Microphone stand Chrome,Pcs,338,334
1,K& M,KM26010-300-55,KM26010-300-55,Microphone stand Black,Pcs,281,277
1,K& M,KM26010-300-76,KM26010-300-76,Microphone stand Pure white,Pcs,385,381
1,K& M,KM26010-300-87,KM26010-300-87,Microphone stand Soft-touch grey,Pcs,359,355
1,K& M,KM26019-000-00,KM26019-000-00,Carrying case microphone stands Carrying case,Pcs,519,513
1,K& M,KM26020-300-55,KM26020-300-55,Microphone stand Black version,Pcs,516,510
1,K& M,KM26045-300-55,KM26045-300-55,Stackable microphone stand Black,Pcs,314,310
1,K& M,KM26050-300-55,KM26050-300-55,Microphone stand »Large« Black version,Pcs,308,304
1,K& M,KM26075-300-55,KM26075-300-55,Stackable one-hand microphone stand Black,Pcs,462,456
1,K& M,KM26085-300-55,KM26085-300-55,One hand microphone stand Black,Pcs,445,440
1,K& M,KM26125-300-55,KM26125-300-55,Microphone stand Black,Pcs,436,431
1,K& M,KM26145-300-55,KM26145-300-55,Microphone stand Black,Pcs,646,638
1,K& M,KM26200-300-55,KM26200-300-55,"One-hand microphone stand ""elegance"" Black",Pcs,832,822
1,K& M,KM26250-300-55,KM26250-300-55,"One-hand microphone stand ""performance"" One-hand microphone standperformance",Pcs,724,715
1,K& M,KM26700-000-56,KM26700-000-56,Base plate Black,Pcs,486,480
1,K& M,KM26700-000-76,KM26700-000-76,Base plate Pure white,Pcs,524,518
1,K& M,KM26705-000-56,KM26705-000-56,Base plate Black,Pcs,1037,1024
1,K& M,KM26705-000-76,KM26705-000-76,Base plate Pure white,Pcs,1094,1080
1,K& M,KM26706-000-56,KM26706-000-56,Base plate Structured black,Pcs,1262,1246
1,K& M,KM26706-000-76,KM26706-000-76,Base plate Pure white,Pcs,1304,1288
1,K& M,KM26707-000-56,KM26707-000-56,Base plate S (3 x M20) Structured black,Pcs,509,502
1,K& M,KM26709-000-56,KM26709-000-56,Additional weight for base plates Structured black,Pcs,383,379
1,K& M,KM26715-000-56,KM26715-000-56,Base plate L Black version,Pcs,675,667
1,K& M,KM26715-000-76,KM26715-000-76,Base plate L Pure White,Pcs,675,667
1,K& M,KM26716-000-76,KM26716-000-76,Base plate L (3 x M20) Pure White,Pcs,773,763
1,K& M,KM26727-000-55,KM26727-000-55,Speaker stand »Pro« Black version,Pcs,1105,1092
1,K& M,KM26729-000-55,KM26729-000-55,Speaker stand Black,Pcs,714,705
1,K& M,KM26731-000-55,KM26731-000-55,Speaker stand Black version,Pcs,655,647
1,K& M,KM26732-000-55,KM26732-000-55,Speaker stand Black,Pcs,743,734
1,K& M,KM26733-000-55,KM26733-000-55,Speaker stand »Easy Lock« Black version,Pcs,1252,1237
1,K& M,KM26735-000-55,KM26735-000-55,Speaker stand Black,Pcs,810,800
1,K& M,KM26735-000-76,KM26735-000-76,Speaker stand Pure white,Pcs,870,859
1,K& M,KM26736-000-55,KM26736-000-55,Distance rod Black,Pcs,411,406
1,K& M,KM26737-000-55,KM26737-000-55,Speaker stand »ring lock« Black version,Pcs,1008,996
1,K& M,KM26740-022-55,KM26740-022-55,Monitor stand Black version,Pcs,916,904
1,K& M,KM26747-000-55,KM26747-000-55,Beamer tray Black,Pcs,467,461
1,K& M,KM26750-022-55,KM26750-022-55,Speaker stand Black version,Pcs,717,708
1,K& M,KM26751-000-00,KM26751-000-00,Carrier bag for round base Carrier bag for round base,Pcs,156,154
1,K& M,KM26752-000-55,KM26752-000-55,Tray XL Black version,Pcs,504,498
1,K& M,KM26754-000-55,KM26754-000-55,Monitor stand Black,Pcs,1082,1069
1,K& M,KM26765-000-55,KM26765-000-55,Universal stand Black version,Pcs,900,889
1,K& M,KM26772-000-56,KM26772-000-56,Table monitor stand Black,Pcs,347,343
1,K& M,KM26774-000-56,KM26774-000-56,Table monitor stand Black,Pcs,537,530
1,K& M,KM26782-019-56,KM26782-019-56,Screen/monitor stand Structured black,Pcs,2994,2958
1,K& M,KM26783-019-56,KM26783-019-56,Screen/monitor stand Structured black,Pcs,3132,3094
1,K& M,KM26785-018-56,KM26785-018-56,Design monitor stand Structured black,Pcs,1721,1700
1,K& M,KM26785-018-66,KM26785-018-66,Design monitor stand White version,Pcs,1721,1700
1,K& M,KM26791-000-56,KM26791-000-56,Design monitor stand Structured black,Pcs,1750,1729
1,K& M,KM26792-024-56,KM26792-024-56,"Bearing plate Structured black, 240 x 5 x 200 mm, 1,8 kg",Pcs,266,263
1,K& M,KM26792-032-56,KM26792-032-56,"Bearing plate Structured black, 320 x 5 x 280 mm, 3,4 kg",Pcs,351,347
1,K& M,KM26792-042-56,KM26792-042-56,"Bearing plate Structured black, 420 x 5 x 380 mm, 6,0 kg",Pcs,522,516
1,K& M,KM26793-000-56,KM26793-000-56,Adapter Black,Pcs,233,230
1,K& M,KM26795-018-56,KM26795-018-56,Design monitor stand Structured black,Pcs,1808,1786
1,K& M,KM27105-300-55,KM27105-300-55,Microphone stand Black,Pcs,304,300
1,K& M,KM27195-300-55,KM27195-300-55,Microphone stand Black,Pcs,346,342
1,K& M,KM27500-000-55,KM27500-000-55,XLR Microphone stand with gooseneck Black version,Pcs,812,802
1,K& M,KM28130-011-55,KM28130-011-55,Amp stand Black,Pcs,417,412
1,K& M,KM28210-070-55,KM28210-070-55,"19"" Flat aluminum blind panels Black, 1 space, 0,12 kg",Pcs,67,66
1,K& M,KM28220-070-55,KM28220-070-55,"19"" Flat aluminum blind panels black, 2 spaces, 0,24 kg",Pcs,87,86
1,K& M,KM28230-070-55,KM28230-070-55,"19"" Flat aluminum blind panels black, 3 spaces, 0,36 kg",Pcs,110,108
1,K& M,KM28240-070-55,KM28240-070-55,"19"" Flat aluminum blind panels black, 4 spaces, 0,48 kg",Pcs,128,127
1,K& M,KM28306-000-55,KM28306-000-55,"19"" blind panel - 1HE - 6 x D-size 6 xlr, 0,28 kg",Pcs,88,87
1,K& M,KM28308-000-55,KM28308-000-55,"19"" blind panel - 1HE - 8 x D-size 8 xlr, 0,28 kg",Pcs,93,92
1,K& M,KM28312-000-55,KM28312-000-55,"19"" blind panel - 1HE - 12 x D-size 12 xlr, 0,24 kg",Pcs,103,101
1,K& M,KM28410-000-55,KM28410-000-55,Single rack rail Black,Pcs,57,56
1,K& M,KM28451-000-55,KM28451-000-55,"19"" ventilated blind panels Black, 1 space, 0,26 kg",Pcs,79,78
1,K& M,KM28452-000-55,KM28452-000-55,"19"" ventilated blind panels black, 2 spaces, 0,46 kg",Pcs,105,103
1,K& M,KM28481-000-55,KM28481-000-55,"19"" rack shelf Black, 1 space, 300 mm, 1,84 kg",Pcs,228,225
1,K& M,KM28481-070-55,KM28481-070-55,"19"" rack shelf Black, 1 space, 380 mm, 2,37 kg",Pcs,265,262
1,K& M,KM28482-000-55,KM28482-000-55,"19"" rack shelf Black, 2 spaces, 300 mm, 2,14 kg",Pcs,243,240
1,K& M,KM28482-070-55,KM28482-070-55,"19"" rack shelf Black, 2 spaces, 380 mm, 2,79 kg",Pcs,288,284
1,K& M,KM28483-000-55,KM28483-000-55,"19"" rack shelf Black, 3 spaces, 300 mm, 2,5 kg",Pcs,267,264
1,K& M,KM28483-070-55,KM28483-070-55,"19"" rack shelf Black, 3 spaces, 380 mm, 3,13 kg",Pcs,298,295
1,K& M,KM28673-000-55,KM28673-000-55,"19"" Power box Black version",Pcs,249,246
1,K& M,KM29374-000-55,KM29374-000-55,Microphone table base Black,Pcs,720,711
1,K& M,KM29375-000-55,KM29375-000-55,Microphone table base Black,Pcs,920,909
1,K& M,KM29376-000-55,KM29376-000-55,Microphone table base Black,Pcs,660,652
1,K& M,KM29377-000-55,KM29377-000-55,Microphone table base Black,Pcs,920,909
1,K& M,KM29390-000-55,KM29390-000-55,Microphone table base Black,Pcs,702,694
1,K& M,KM30900-000-02,KM30900-000-02,Guitar capo nickel-colored,Pcs,111,109
1,K& M,KM30910-000-02,KM30910-000-02,Guitar capo matt chrome,Pcs,111,109
1,K& M,KM30920-000-02,KM30920-000-02,Capo for ukuleles matt chrome,Pcs,111,109
1,K& M,KM40900-000-55,KM40900-000-55,Rack desk stand Black,Pcs,643,635
1,K& M,KM42020-000-55,KM42020-000-55,"19"" rack wagon Black",Pcs,2420,2390
1,K& M,KM42021-000-55,KM42021-000-55,"Extender brackets 19"" Black",Pcs,535,528
1,K& M,KM42040-000-55,KM42040-000-55,Mixer stand Black,Pcs,934,923
1,K& M,KM44060-000-55,KM44060-000-55,Adapter for product holder Adapter for product holder,Pcs,30,30
1,K& M,KM44110-000-55,KM44110-000-55,Product support arm Black,Pcs,132,130
1,K& M,KM44130-000-55,KM44130-000-55,Product holder Black,Pcs,75,74
1,K& M,KM44135-000-55,KM44135-000-55,Product holder Black,Pcs,81,80
1,K& M,KM44140-000-55,KM44140-000-55,Product holder for guitar Black,Pcs,148,146
1,K& M,KM44160-000-55,KM44160-000-55,Product holder for guitar Black,Pcs,81,80
1,K& M,KM44170-000-55,KM44170-000-55,Product holder for guitar Black,Pcs,133,131
1,K& M,KM44180-000-55,KM44180-000-55,Product holder for guitar Black,Pcs,112,111
1,K& M,KM44181-000-55,KM44181-000-55,Product holder for guitar Black,Pcs,112,111
1,K& M,KM44185-000-55,KM44185-000-55,Product holder for electric guitar Black,Pcs,382,378
1,K& M,KM44186-000-55,KM44186-000-55,Product holder for acoustic guitar Black,Pcs,382,378
1,K& M,KM44195-000-55,KM44195-000-55,Product holder for headphone Black,Pcs,100,99
1,K& M,KM44210-000-55,KM44210-000-55,Product holder for violin Black,Pcs,135,133
1,K& M,KM44240-000-55,KM44240-000-55,Product holder for saxophone Black,Pcs,200,197
1,K& M,KM44250-000-55,KM44250-000-55,Product holder for trombone Black,Pcs,177,175
1,K& M,KM44380-000-55,KM44380-000-55,Product holder for cymbal Black,Pcs,107,105
1,K& M,KM44500-000-55,KM44500-000-55,Product holder for microphone Product holder for microphone,Pcs,104,102
1,K& M,KM48240-008-55,KM48240-008-55,"Rack Black, 8 spaces, 9,92 kg",Pcs,1428,1411
1,K& M,KM48240-012-55,KM48240-012-55,"Rack Black, 12 spaces, 11.3 kg",Pcs,1738,1717
1,K& M,KM48260-016-55,KM48260-016-55,"Rack Black, 16 spaces, 16,32 kg",Pcs,2731,2698
1,K& M,KM48260-021-55,KM48260-021-55,"Rack Black, 21 spaces, 18,56 kg",Pcs,2956,2920
1,K& M,KM49035-000-55,KM49035-000-55,"19"" fixed shelf - 240mm depth  Black",Pcs,218,215
1,K& M,KM49070-000-55,KM49070-000-55,"19"" sliding shelf Black",Pcs,1516,1498
1,K& M,KM49122-072-55,KM49122-072-55,"19"" rack drawers - with key lock Black, 2 spaces, 7,17 kg",Pcs,1120,1106
1,K& M,KM49123-073-55,KM49123-073-55,"19"" rack drawers - with key lock Black, 3 spaces, 7,78 kg",Pcs,1199,1185
1,K& M,KM49124-074-55,KM49124-074-55,"19"" rack drawers - with key lock Black, 4 spaces, 8,94 kg",Pcs,1302,1286
1,K& M,KM49302-012-55,KM49302-012-55,Headphone holder Black version,Pcs,104,102
1,K& M,KM49411-000-55,KM49411-000-55,"19"" Steel blind panels Black, 1 space, 0,28 kg",Pcs,48,47
1,K& M,KM49412-000-55,KM49412-000-55,"19"" Steel blind panels Black, 2 spaces, 0,48 kg",Pcs,62,61
1,K& M,KM49413-000-55,KM49413-000-55,"19"" Steel blind panels Black, 3 spaces, 0,7 kg",Pcs,72,72
1,K& M,KM49414-000-55,KM49414-000-55,"19"" Steel blind panels Black, 4 spaces, 0,94 kg",Pcs,92,91
1,K& M,KM49421-000-55,KM49421-000-55,"19"" aluminum blind panels Black, 1 space, 0,1 kg",Pcs,70,69
1,K& M,KM49422-000-55,KM49422-000-55,"19"" aluminum blind panels Black, 2 spaces, 0,2 kg",Pcs,87,86
1,K& M,KM49423-000-55,KM49423-000-55,"19"" aluminum blind panels Black, 3 spaces, 0,32 kg",Pcs,101,100
1,K& M,KM49424-000-55,KM49424-000-55,"19"" aluminum blind panels Black, 4 spaces, 0,4 kg",Pcs,117,116
1,K& M,KM66350-070-55,KM66350-070-55,Connection sleeve Black,Pcs,253,250
1,K& M,KM66360-000-55,KM66360-000-55,Connection sleeve Black version,Pcs,292,289
1,K& M,KM66370-000-55,KM66370-000-55,Mini TV spigot adapter Black version,Pcs,85,84
1,K& M,KM66390-000-55,KM66390-000-55,TV spigot adapter bundle Black / zinc-plated,Pcs,416,411
1,K& M,KM80300-000-76,KM80300-000-76,Disinfectant stand Pure white,Pcs,412,407
1,K& M,KM85035-000-55,KM85035-000-55,"Microphone clip 3/8"" and 5/8""",Pcs,27,27
1,K& M,KM85035-500-55,KM85035-500-55,"Microphone clip 5/8""",Pcs,25,25
1,K& M,KM85040-000-55,KM85040-000-55,Thread adapter Black,Pcs,10,10
1,K& M,KM85045-217-55,KM85045-217-55,Thread adapter Black,Pcs,10,10
1,K& M,KM85050-000-55,KM85050-000-55,"Microphone clip 3/8"" and 5/8""",Pcs,27,27
1,K& M,KM85050-500-55,KM85050-500-55,"Microphone clip 5/8""",Pcs,22,22
1,K& M,KM85055-000-55,KM85055-000-55,"Microphone clip 3/8"" and 5/8""",Pcs,28,28
1,K& M,KM85055-500-55,KM85055-500-55,"Microphone clip 5/8""",Pcs,27,27
1,K& M,KM85060-000-55,KM85060-000-55,"Microphone clip 3/8"" and 5/8""",Pcs,29,29
1,K& M,KM85060-500-55,KM85060-500-55,"Microphone clip 5/8""",Pcs,28,28
1,K& M,KM85070-000-55,KM85070-000-55,"Microphone clip 3/8"" and 5/8""",Pcs,31,31
1,K& M,KM85070-500-55,KM85070-500-55,"Microphone clip 5/8""",Pcs,31,31
1,K& M,KM85670-000-55,KM85670-000-55,Music stand light »Mighty Bright - Orchestra Light« Black,Pcs,326,322
1,K& M,KM85890-000-55,KM85890-000-55,Levelling adapter Black (unit: 2 pcs.),Pcs,26,26
1,PROCAB,Procab  Rental & MI Cables,Procab  Rental & MI Cables,,, , -   
1,PROCAB,ACS102/B,ACS102/B,Polyolefin shrink sleeve - 2 mm Black version,,10,10
1,PROCAB,ACS104/B,ACS104/B,Polyolefin shrink sleeve - 4 mm Black version,,12,12
1,PROCAB,ACS104/T,ACS104/T,Polyolefin shrink sleeve - 4 mm Transparent version,,12,12
1,PROCAB,ACS106/B,ACS106/B,Polyolefin shrink sleeve - 6 mm Black version,,15,14
1,PROCAB,ACS106/T,ACS106/T,Polyolefin shrink sleeve - 6 mm Transparent version,,15,14
1,PROCAB,ACS108/B,ACS108/B,Polyolefin shrink sleeve - 8 mm Black version,,18,18
1,PROCAB,ACS108/T,ACS108/T,Polyolefin shrink sleeve - 8 mm Transparent version,,18,18
1,PROCAB,ACS110/B,ACS110/B,Polyolefin shrink sleeve - 10 mm Black version,,20,20
1,PROCAB,ACS110/T,ACS110/T,Polyolefin shrink sleeve - 10 mm Transparent version,,20,20
1,PROCAB,ACS112/B,ACS112/B,Polyolefin shrink sleeve - 12 mm Black version,,12,12
1,PROCAB,ACS112/T,ACS112/T,Polyolefin shrink sleeve - 12 mm Transparent version,,12,12
1,PROCAB,ACS116/B,ACS116/B,Polyolefin shrink sleeve - 16 mm Black version,,22,21
1,PROCAB,ACS116/T,ACS116/T,Polyolefin shrink sleeve - 16 mm Transparent version,,22,21
1,PROCAB,ACS122/B,ACS122/B,Polyolefin shrink sleeve - 22 mm Black version,,21,21
1,PROCAB,ACS122/T,ACS122/T,Polyolefin shrink sleeve - 22 mm Transparent version,,21,21
1,PROCAB,ACS128/B,ACS128/B,Polyolefin shrink sleeve - 28 mm Black version,,28,28
1,PROCAB,ACS128/T,ACS128/T,Polyolefin shrink sleeve - 28 mm Transparent version,,28,28
1,PROCAB,ACS135/B,ACS135/B,Polyolefin shrink sleeve - 35 mm Black version,,39,39
1,PROCAB,ACS135/T,ACS135/T,Polyolefin shrink sleeve - 35 mm Transparent version,,39,39
1,PROCAB,ACT210/B,ACT210/B,"Nylon cable ties - 2.5 x 100 mm Black, uv-resistant version",,6,6
1,PROCAB,ACT210/W,ACT210/W,Nylon cable ties - 2.5 x 100 mm White version,,6,6
1,PROCAB,ACT314/B,ACT314/B,"Nylon cable ties - 3.6 x 140 mm Black, uv-resistant version",,12,12
1,PROCAB,ACT314/W,ACT314/W,Nylon cable ties - 3.6 x 140 mm White version,,12,12
1,PROCAB,ACT320/B,ACT320/B,"Nylon cable ties - 3.6 x 200 mm Black, uv-resistant version",,17,17
1,PROCAB,ACT320/W,ACT320/W,Nylon cable ties - 3.6 x 200 mm White version,,17,17
1,PROCAB,ACT418/B,ACT418/B,"Nylon cable ties - 4.8 x 180 mm Black, uv-resistant version",,23,23
1,PROCAB,ACT418/W,ACT418/W,Nylon cable ties - 4.8 x 180 mm White version,,23,23
1,PROCAB,ACT428/B,ACT428/B,"Nylon cable ties - 4.8 x 280 mm Black, uv-resistant version",,33,33
1,PROCAB,ACT428/W,ACT428/W,Nylon cable ties - 4.8 x 280 mm White version,,33,33
1,PROCAB,ACT436/B,ACT436/B,"Nylon cable ties - 4.8 x 360 mm Black, uv-resistant version",,44,43
1,PROCAB,ACT436/W,ACT436/W,Nylon cable ties - 4.8 x 360 mm White version,,44,43
1,PROCAB,ACT735/B,ACT735/B,"Nylon cable ties - 7.2 x 350 mm Black, uv-resistant version",,81,80
1,PROCAB,ACT735/W,ACT735/W,Nylon cable ties - 7.2 x 350 mm White version,,81,80
1,PROCAB,BCT60U/1,BCT60U/1,Networking cable - CAT6 - U/UTP - flex 0.22 mm² - 24 AWG - HighFlex™ 100 m wooden reel,,1052,1039
1,PROCAB,BCT60U/3,BCT60U/3,Networking cable - CAT6 - U/UTP - flex 0.22 mm² - 24 AWG - HighFlex™ 300 m wooden reel,,3156,3117
1,PROCAB,BCT65S/1,BCT65S/1,Networking cable - CAT6A - S/FTP - flex 0.22 mm² - 24 AWG HighFlex™ 100 m wooden reel,,1773,1751
1,PROCAB,BCT65S/3,BCT65S/3,Networking cable - CAT6A - S/FTP - flex 0.22 mm² - 24 AWG HighFlex™ 300 m wooden reel,,5318,5253
1,PROCAB,BSP510,BSP510,Displayport (Male) to HDMI (Female) adapter - 0.2 m,,123,122
1,PROCAB,BSP803F,BSP803F,Adapter - 3-pin XLR female to RJ45,,43,42
1,PROCAB,BSP803M,BSP803M,Adapter - 3-pin XLR male to RJ45,,41,40
1,PROCAB,BSP805F,BSP805F,Adapter - 5-pin XLR female to RJ45,,48,47
1,PROCAB,BSP805M,BSP805M,Adapter - 5-pin XLR male to RJ45,,45,44
1,PROCAB,CAB465/20-F,CAB465/20-F,Power cable - schuko male - schuko female - France - 3 x 2.5 mm² France - 20 meter,,564,557
1,PROCAB,CDM132,CDM132,Cable reel plastic - Ø 240 mm,,123,122
1,PROCAB,CDM152,CDM152,Cable reel - Ø 285 mm,,139,137
1,PROCAB,CDM235,CDM235,Professional cable reel Ø 235x 113 mm,,260,257
1,PROCAB,CDM310,CDM310,Professional plastic cable reel Ø 312 mm,,389,384
1,PROCAB,CDM380,CDM380,Professional cable reel Ø 380x 196 mm,,862,851
1,PROCAB,CRP201,CRP201,1 d-size hole plate,,42,41
1,PROCAB,CRP244F,CRP244F,Center connection plate 185 mm  4 x schuko - IP44 French connectors,,140,138
1,PROCAB,CRP244G,CRP244G,Center connection plate 185 mm  4 x schuko - IP44 German connectors,,140,138
1,PROCAB,CRP280,CRP280,Center connection plate with latchable door,,105,103
1,PROCAB,CRP304,CRP304,4 d-size hole plate,,60,59
1,PROCAB,CRP308,CRP308,8 d-size hole plate,,75,74
1,PROCAB,CRP310,CRP310,10 d-size hole plate,,82,81
1,PROCAB,CRP312,CRP312,12 d-size hole plate,,90,88
1,PROCAB,CRP314,CRP314,14 d-size hole plate,,105,103
1,PROCAB,CRP340,CRP340,4 x schuko hole center plate,,90,88
1,PROCAB,CRP342,CRP342,2 x schuko size + 4 x d-size hole center plate,,90,88
1,PROCAB,CRP350,CRP350,1 VGA size hole plate,,90,88
1,PROCAB,DMX30/1,DMX30/1,DMX-AES cable - flex 2 x 0.23 mm² - 24 AWG 100 meter,,766,756
1,PROCAB,DMX50/1,DMX50/1,DMX-AES cable - flex 2 pairs 0.12 mm² - 26 AWG 100 meter,,978,966
1,PROCAB,H07RN-F5G2.5/1,H07RN-F5G2.5/1,Power cable - H07RN-F 5G2.5 - 5 x 2.5 mm² - 13 AWG 100 meter,,1860,1837
1,PROCAB,LS815/1,LS815/1,Loudspeaker cable - 8 x 1.5 mm² - 15 AWG 100 meter,,4015,3967
1,PROCAB,LS815/5,LS815/5,Loudspeaker cable - 8 x 1.5 mm² - 15 AWG 500 meter,,18004,17784
1,PROCAB,MC305/1,MC305/1,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 100 meter, black",,461,455
1,PROCAB,MC305/5,MC305/5,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 500 meter, black",,2290,2262
1,PROCAB,MC305B/1,MC305B/1,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 100 meter, blue",,473,467
1,PROCAB,MC305G/1,MC305G/1,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 100 meter, green",,461,455
1,PROCAB,MC305R/1,MC305R/1,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 100 meter, red",,473,467
1,PROCAB,MC305W/1,MC305W/1,"Balanced microphone cable - flex 2 x 0.23 mm²- 24 AWG 100 meter, white",,461,455
1,PROCAB,MCM102/1,MCM102/1,Balanced signal cable - 2 pairs x 0.125 mm² - 26 AWG 100 meter,,1427,1409
1,PROCAB,MCM104,MCM104,Balanced signal cable - 4 pairs x 0.125 mm² - 26 AWG 1 meter (cut according to the specific quantity),,18,18
1,PROCAB,MCM108,MCM108,Balanced signal cable - 8 pairs x 0.125 mm² - 26 AWG 1 meter (cut according to the specific quantity),,31,31
1,PROCAB,MCM116,MCM116,Balanced signal cable - 16 pairs x 0.125 mm² - 26 AWG 1 meter (cut according to the specific quantity),,49,49
1,PROCAB,MCM148,MCM148,Balanced signal cable - 48 pairs x 0.125 mm² - 26 AWG 1 meter (cut according to the specific quantity),,144,142
1,PROCAB,MSB112.4,MSB112.4,Multi stage block - 12 x XLR female & 4 x XLR male,,403,398
1,PROCAB,PAC151/1,PAC151/1,Balanced signal / DMX-AES & 3G1.5 Power cable 100 meter,,3804,3757
1,PROCAB,PAC151/3,PAC151/3,Balanced signal / DMX-AES & 3G1.5 Power cable 300 meter,,11411,11272
1,PROCAB,PAC251/1,PAC251/1,Balanced signal / DMX-AES & 3G2.5 Power cable 100 meter,,5298,5234
1,PROCAB,PAC251/3,PAC251/3,Balanced signal / DMX-AES & 3G2.5 Power cable 300 meter,,15895,15701
1,PROCAB,PAC252/1,PAC252/1,2 x Balanced signal / DMX-AES & 3G2.5 Power cable 100 meter,,6098,6024
1,PROCAB,PAC252/3,PAC252/3,2 x Balanced signal / DMX-AES & 3G2.5 Power cable 300 meter,,18296,18073
1,PROCAB,PC3G15/1,PC3G15/1,Power cable - H05VV-F 3G1.5 - 3 x 1.5 mm² - 16 AWG 100 meter,,1187,1172
1,PROCAB,PC3G25/1,PC3G25/1,Power cable - H05VV-F 3G2.5 - 3 x 2.5 mm² -  13 AWG 100 meter,,2019,1994
1,PROCAB,PCT60SF/1,PCT60SF/1,Networking cable - CAT6A - S/FTP - flex 0.22 mm² - 24 AWG - DuraFlex™ 100 m plastic reel,,2050,2025
1,PROCAB,PCT60SF/3,PCT60SF/3,Networking cable - CAT6A - S/FTP - flex 0.22 mm² - 24 AWG - DuraFlex™ 300 m plastic reel,,6147,6072
1,PROCAB,PCX160/1,PCX160/1,3G SDI coaxial video cable - RG6/U - flex 0.65 mm² - 19 AWG - HighFlex™ 100 m plastic reel,,1788,1766
1,PROCAB,PCX165/1,PCX165/1,12G SDI coaxial video cable - RG6/U - 18 AWG - HighFlex™ 100 meter,,2517,2487
1,PROCAB,PCX165/3,PCX165/3,12G SDI coaxial video cable - RG6/U - 18 AWG - HighFlex™ 300 meter,,7419,7328
1,PROCAB,PHC2522/1,PHC2522/1,"2 x Balanced signal / DMX-AES, 2 x CAT7 S/FTP & 3G2.5 Power cable 100 meter",,9449,9334
1,PROCAB,PHC2522/3,PHC2522/3,"2 x Balanced signal / DMX-AES, 2 x CAT7 S/FTP & 3G2.5 Power cable 300 meter",,28347,28002
1,PROCAB,PLP150/0.25,PLP150/0.25,DMX adapter - 3-pin XLR male - 5-pin XLR female - HighFlex™ 0.25 meter,,168,166
1,PROCAB,PLP155/0.25,PLP155/0.25,DMX adapter - 5-pin XLR male - 3-pin XLR female - HighFlex™ 0.25 meter,,168,166
1,PROCAB,PLS215/1,PLS215/1,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - HighFlex™ 100 meter,,1218,1203
1,PROCAB,PLS215/3,PLS215/3,Loudspeaker cable - 2 x 1.5 mm² - 16 AWG - HighFlex™ 300 meter,,3619,3575
1,PROCAB,PLS225/1,PLS225/1,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - HighFlex™ 100 meter,,1794,1772
1,PROCAB,PLS225/3,PLS225/3,Loudspeaker cable - 2 x 2.5 mm² - 13 AWG - HighFlex™ 300 meter,,5333,5268
1,PROCAB,PLS240/1,PLS240/1,Loudspeaker cable - 2 x 4.0 mm² - 11 AWG - HighFlex™ 100 meter,,3243,3203
1,PROCAB,PLS240/3,PLS240/3,Loudspeaker cable - 2 x 4.0 mm² - 11 AWG - HighFlex™ 300 meter,,9638,9520
1,PROCAB,PLS425/1,PLS425/1,Loudspeaker cable - 4 x 2.5 mm² - 13 AWG - HighFlex™ 100 meter,,3419,3378
1,PROCAB,PLS425/3,PLS425/3,Loudspeaker cable - 4 x 2.5 mm² - 13 AWG - HighFlex™ 300 meter,,10257,10132
